pitch,"His pitching repertoire consisted of a curveball ( his strikeout pitch ) , a four-seam fastball , a two-seam fastball , a circle changeup , and a cutter–slider .",1,0
pitch,"In his major league debut , Eduardo Rodríguez pitched 7 2/3 shutout innings , striking out seven and giving up only three hits and two walks .",8,0
pitch,He earned his first win of the 2007 season on August 27 allowing 2 runs in 7 innings pitched .,18,0
pitch,"The monks of Arbroath Abbey selected Alexander Ogilvy of Inverquharity as his replacement and the insult led to pitched battle in the town , leaving 500 dead , including Lindsay and Ogilvy .",18,0
pitch,"He even occasionally `` pitched '' batting practice with his fungo bat , standing at the pitcher 's rubber and consistently hitting line drives over the middle of the plate .",4,0
pitch,"Oms did not play ; the outfield featured Santos Amaro , José Vargas , and Tony Castaño , with Brown often playing in the outfield when he was n't pitching .",29,0
pitch,"On August 20 , 2018 , Choate was named the pitching coach at Loyola Marymount .",10,0
pitch,Buck pitched Victoria as a spiritualist and Tennessee as a healer .,1,0
pitch,"He pitched primarily in relief for Baltimore from 2001 through , making 116 relief appearances and nine starts and compiling an 8-13 record with a 4.58 ERA in 240 innings pitched .",1,0
pitch,"Torsten 's Kenyan songwriter friend Adrian Zagoritis pitched her the track `` Iceflowers '' , taken from the second 'York ' album 'Peace ' ( 2004 ) .",7,0
slit,"After raping her , the perpetrators tore apart her legs up to the navel , slit her throat and dumped her body into a nearby field .",15,0
slit,"Witnesses have recounted that on several occasions , he had bought a live sheep for a barbecue and slit the animal 's throat as he sodomised it before roasting its carcass on a spit .",18,0
slit,However many carpenter bees `` rob '' nectar by slitting the sides of flowers with deep corollae .,9,0
slit,"He soon moves into one of the bedrooms , and one night he attempts to commit suicide by slitting his wrists while lying on the bed .",18,0
slit,"According to legend , Kuchisake-onna was a woman who was mutilated during her life , with her mouth being slit from ear to ear .",19,0
slit,"A government spokesman , Justice Minister Marou Amadou stated : `` Eighteen villagers were killed , including the chief imam for the village whose throat was slit by his own nephew '' .",26,0
slit,"Todd shaves Turpin , preparing to slit his throat ; they are interrupted by Anthony , who reveals his plan to elope with Johanna before noticing Turpin .",6,0
slit,"Realizing what she 's doing , Connor starts arguing with her more and more , until Dr. Isidore Latham , seeing their animosity , declares he 's close to solving the case , therefore Bekker admits to Connor of murdering his father in an effort to winning him back and then commits suicide by slitting her own throat with a scalpel .",54,0
slit,"Robin gets his fighting spirit back , saving Marian 's father Edward from being killed by the Sheriff and redeeming himself to Much by preventing the Sheriff from slitting his throat .",28,0
slit,"He finally manages to make it on time to prevent Bak Jing-jing from slitting her throat , but she sacrifices herself to save him from Bull King .",13,0
become,"In 1992 , Higbee 's became Dillard 's and the May Company adopted the Kaufmann 's name in 1993 , before becoming Macy 's in 2006 .",5,0
become,The Mongols and the Kingdom of Goryeo became linked via marriage and Goryeo became a `` quda '' ( marriage alliance ) state of the Yuan dynasty ; monarchs of Goryeo during this period were effectively imperial sons in-law ( `` khuregen '' ) .,7,0
become,"She becomes hostile to Declan and Katie and leaves to Singapore , asking Declan to scatter Mia 's ashes .",1,0
become,Soliah went underground and became a fugitive for 23 years .,4,0
become,"This written tradition of Javanese was preserved by writers of Surakarta and Yogyakarta , and later became the basis of the modern written standard of Javanese .",16,0
become,Persons who become Slovenian through naturalisation may be required to renounce their former nationality upon acquisition of Slovenian nationality .,2,0
become,"Shortly after , Lionel 's affair with another woman became public knowledge .",9,0
become,"In the third book ( `` James the Red Engine '' ) he becomes The Fat Controller , as the railway has been nationalised .",13,0
become,"After the suppression of the Jesuits in 1773 , and the subsequent closing of the college , he remained there to maintain its library until 1784 , at which time he was made second custodian of the library of the royal court , and seven years later became its chief librarian .",47,0
become,"After six years he resigned , and in June 1846 became minister of Trim Street Chapel , Bath .",10,0
melt,"Eight of bells were taken down from the tower to be melted down for their bronze , though the two largest , the bourdons , remained in place .",11,0
melt,Then the olive oil is poured into a mixing bowl and 135 grams of beeswax is melted and thoroughly mixed in a water bath at 75 degrees Celsius .,16,0
melt,They changed out of their uniforms and melted into the populace .,7,0
melt,"After a 1–0 win over Barnsley at Oakwell on 10 November , Lee said that `` [ the fans ] are so supportive of me it just melts my heart . ''",27,0
melt,Much coinage gold and silver were melted together from the heat .,6,0
melt,"The brewery still operates its own water well , which is supplied from an underground vein of very old Ice Age melt water coming from Scandinavia .",21,0
melt,"The Canary Islands were part of the trading routes to the Americas , hence creating a melting pot of different culinary traditions .",16,0
melt,"After cooling , the resulting conglomeration was hammered and reheated repeatedly until it became as homogenous as if all of the metals concerned had been melted together ( attaining the melting points of the platinum group metals concerned was beyond the technology of the day ) .",25,0
melt,"The heat from the pressure melted the quartzite , which allowed it to bend the quartz pebbles and Silurian Shawangunk Conglomerate .",5,0
melt,The house melted in April 1740 .,2,0
simplify,"This avoided having the bearings placed in the often damp airstream , simplifying maintenance .",12,0
simplify,"This process can be long and tedious for complicated functions , and many shortcuts are commonly used to simplify the process .",18,0
simplify,"Domo , Inc is a cloud-based platform designed to provide direct , simplified , real-time access to business data for decision makers across the company with minimal IT involvement .",12,0
simplify,"As the team had a tendency to make these attributes complex , Inafune would often scold them to simplify their work and `` bring it back to the basics '' .",18,0
simplify,"Throughout this article , Chinese text is given in both simplified and traditional forms when they differ , with the traditional forms being given first .",10,0
simplify,The greatly reduced number of lamps may simplify maintenance and reduce installation costs but may also require a backup system for areas where lighting is critical .,7,0
simplify,Clapton also simplifies and standardizes Johnson 's vocal lines .,2,0
simplify,"Kurzenberger simplified some of the forms on his Stuka , especially around the nose of the plane , so it did not adhere as faithfully as Langhurst 's to the original Ju 87 dive-bomber 's lines .",1,0
simplify,"Since then he spent many years to extend the first table in order to simplify `` Eratosthenes Crivello '' ( sieve of Eratosthenes ) , a method from ancient Greece to find prime numbers .",14,0
simplify,Standardized interfaces simplify the MOST protocol integration in multimedia devices .,2,0
cart,Lead had been mined in the wild terrain at Leadhills since the eighteenth century ; it was carted to Leith Harbour via Biggar over the poor roads of the period .,17,0
cart,"On 12 July 2015 , Anderson scored his first brace for the club before being carted off with an injury in the 30th minute as Sounders 2 beat Arizona United , 4–0 .",15,0
cart,A truck driver carting tallow was also of interest to police during the investigation .,3,0
cart,"A young protester named `` Razily '' , who was seen in a video of 28 March protests carrying the Malagasy flag at the head of the protests before being publicly beaten and carted off by police , became a cause célèbre when the video was distributed online ; he has not been seen since his arrest .",33,0
cart,"However , a 257-run partnership – a Hampshire record for the eighth wicket – between Nic Pothas and Andy Bichel turned the match around , as Lewis was carted for 112 runs in his 20 overs , despite five of them being maiden overs .",28,0
cart,Scifres was carted off the field after injuring his left shoulder on the play .,2,0
cart,They are also used for carting .,5,0
cart,"This bell was a symbol of republican sovereignty and independence and for this reason , Ivan III carted it off to Moscow when he took control of the city , to show that the old way of doing things was at an end .",17,0
cart,"Jackson was carted off the field after he suffered a back injury during the second full team workout of training camp on July 31 , but the injury was not serious .",2,0
cart,"Her keel was cut from 96 foot spotted gum , carted by two bullock teams .",10,0
accord,"The numerous biographical sources about Ali are often biased according to sectarian lines , but they agree that he was a pious Muslim , devoted to the cause of Islam and a just ruler in accordance with the Qur'an and the Sunnah .",9,0
accord,"Profiled and ranked is every Canadian oil and gas company with a market cap ranking top 500 worldwide and the eight largest by revenue ( Nexen made Forbes list but not the top 500 companies according to market capitalization but it had the highest revenue among all other petroleum companies according to this list , addax petroleum became part of Sinopec ) .",35,0
accord,"Besides the work already mentioned , and some twelve books which he edited for their respective authors , he left , according to the `` Bibliotheca Carmelitana '' ( II , 272 ) , twenty-seven printed works and sixty manuscripts .",21,0
accord,"On August 11 , 2012 , her mother was abducted , according to her father , who subsequently broke off all contact with her .",11,0
accord,"He also worked for shopkeepers in Tbilisi , creating signboards , paintings , and portraits , according to their orders .",16,0
accord,"There is also a division according to the smaller Ammonian Sections ( in Mark 234 sections , the last in 16:9 ) , with references to the Eusebian Canons ( written below Ammonian Section numbers ) .",5,0
accord,Henbane is an endangered plant according to the World Conservation Union 's Red List .,5,0
accord,The 85th district is 66 % African American according to figures from the 2000 census .,8,0
accord,"Following the etymological line of Jacob Bryant one might also consider with regard to the meaning of `` Môt '' , that according to the Ancient Egyptians `` Ma'at '' was the personification of the fundamental order of the universe , without which all of creation would perish .",22,0
accord,"By Thursday night , British artillery fire had set much of Sackville Street ablaze , but according to the writer Peter De Rosa 's account : `` On his pillar , Nelson surveyed it all serenely , as though he were lit up by a thousand lamps '' .",16,0
achieve,"According to the 17th World Conference on Lung Cancer ( WCLC ) , `` patients who received chest radiation and prophylactic cranial irradiation along with a mean of five chemotherapy cycles could achieve a median survival of more than 5 years . ''",32,0
achieve,The song achieved further success internationally .,2,0
achieve,"`` Metro News '' gave this album a generally negative review , citing its generic rock sound , `` Her latest won ’ t achieve that goal [ of worldwide success ] , it ’ s a misguided attempt at broadening her fan base by tackling run-of-the-mill rock .",24,0
achieve,Ford achieved all this after a serious road accident when he was 13 years of age that did damage to his right arm and leg .,1,0
achieve,"1967 : After finishing second in two occasions , he achieved promotion to the highest category again .",10,0
achieve,Jones ’ s wind tunnel studies indicated that such a wing design on a supersonic transport might achieve twice the fuel economy of an aircraft with conventional wings .,17,0
achieve,"Preferential tax treatment of dividend income ( as opposed to interest income ) may , in many cases , result in a greater after-tax return than might be achieved with bonds .",28,0
achieve,Sato went on to achieve professional distinction .,4,0
achieve,He defined it as : `` Stimulation of workers by the performance they have achieved . '',14,0
achieve,"By the following season Zhang Ye would become an integral member of the team and was one of the few bright aspects in a disappointing season , which also saw him achieve his first red card on the debut game of the season on March 3 , 2007 against Shaanxi Baorong .",31,0
roam,"It features a group of animated street furniture that roam free , like buffalo , in the urban savannah of their square .",9,0
roam,"Kir returns to his village , Julienne reunites with her subordinates , Fides sets on a journey with an airship builder who helped the party in several occasions , and Endir roams the snowy land with Setsuna 's spirit watching over him .",31,0
roam,The habit of the sexually matured males to roam in humid and sudden summer storms on the Swan Coastal Plain is also observed as a characteristic of this species .,8,0
roam,"In the allegory of `` Bad Government '' , crime is rampant and diseased citizens roam a crumbling city ; the countryside suffers from drought .",15,0
roam,"`` The Realm of Yolmi '' is set on a future Earth which has suffered a catastrophe in which humans have become semi-barbaric , animals have been mutated , and automatons are allowed to roam .",34,0
roam,"The historic district is also roamed by tourist police , aiming to orient and serve tourists .",5,0
roam,"A party of 500 German mercenaries under Lt.-Col. Eyndhouts , roaming on his left flank , managed to surprise the fortress of Schenkenschans that at the time had a garrison of only 120 , in the night of 27/28 July .",10,0
roam,"Out of grief and remorse , Lord Shiva started roaming relentlessly , holding her corpse on his shoulder .",9,0
roam,The kite is often seen along the roadsides and roaming the open colourful wheat and rapeseed fields of Scania .,9,0
roam,"In the submarine-hunter role , the Swordfish made critical contributions to both the Battle of the Atlantic , detecting and attacking the roaming U-boat packs that preyed upon merchant shipping between Britain and North America , and in support of the Arctic convoys which delivered supplies from Britain to Russia .",22,0
mark,"She is a zagueira ( ) , whose strongest attributes are marking and heading .",11,0
mark,"His time as leader of Florence was marked by an attempted coup led by Luca Pitti , Niccolò Soderini , Diotisalvi Neroni , Angelo Acciaiuoli and his cousin Pierfrancesco de ' Medici , who used troops provided by Borso d'Este , Duke of Modena and Reggio , and commanded by his brother Ercole d'Este , planned for 26 August 1466 .",7,0
mark,There are two ornithological routes marked with wooden blazes and an Information Office near the municipal swimming pools in the south entry of the village .,5,0
mark,The crawl space was marked in sections and each body was given an identifying number .,4,0
mark,The season marked the Chanticleers final season in the Big South .,2,0
mark,2009 also marked her first appearance in a music video `` The Star in the Sky '' which was directed by well known Ukrainian film director Taras Khymych .,2,0
mark,"Another of her daughters , Lillian ( who was also married to Mark Chynoweth ) warned her that if she did not settle down and accept the righteousness of Rebecca 's death , she would also be marked for blood atonement .",37,0
mark,The Pope clearly feared that these novel teachings were threatening the Eucharistic piety which had marked the Catholic Church since the earliest centuries .,15,0
mark,"Small bridge across the Bolečica on the `` Smederevski put '' marks a place where boundaries of four settlements meet ( Vinča , Ritopek , Leštane and Boleč ) .",11,0
mark,This marks the first time the Australian production has been performed in the UK and the musical 's return to the UK for the first time since it closed in 2011 .,1,0
criminalize,"Furthermore , the fact that in another subsection of the Immigration and Nationality Act , Congress expressly distinguished between DUI crimes and `` crimes of violence '' bolstered the Court 's conclusion that Florida 's DUI statute was not a `` crime of violence '' because it did not require proof of any particular mental state , and thus criminalized merely negligent conduct .",59,0
criminalize,Some U.S. states criminalize cyberbullying .,3,0
criminalize,Various laws have both directly and indirectly criminalized people that are homeless and people attempting to feed homeless people outdoors .,7,0
criminalize,"Her conviction was vacated by a federal judge on a post-trial verdict , on grounds that the Computer Fraud and Abuse Act did not intend to criminalize the conduct of which Drew was accused .",26,0
criminalize,"Commenting upon the 2018 bill criminalizing such expressions ( see ) , Israeli politician Yair Lapid justified the expression `` Polish death camps '' with the argument that `` hundreds of thousands of Jews were murdered without ever meeting a German soldier '' .",5,0
criminalize,"On May 15 , 2019 , Ivey signed the even more restrictive House Bill 314 , which intended to criminalize abortion as of November 2019 except in cases where the mother 's life is threatened or the fetus may not survive .",19,0
criminalize,"The first laws criminalizing marriage and sex between whites and non whites were enacted in the colonial era in the English colonies of Virginia and Maryland , which depended economically on slavery .",3,0
criminalize,`` Congress did not intend [ section 1119 ] to criminalize justifiable or excusable killings . '',10,0
criminalize,"`` There 's capacity-building for countries to be able to criminalize those activities that occur within their borders ... and similarly to work internationally to communicate between administrations of law enforcement to track down people who are acting in ways that are unlawful , '' Gross said .",10,0
criminalize,"Since this was not made to apply in other cases , fines of $ 20,000 per instance defined in previous bills were understood to apply to new offences criminalized by Bill C-61 .",28,0
swoop,"It feeds on insects , often swooping down from a perch to catch them on the ground .",6,0
swoop,"Seagulls have become an increasing menace in the Market Square , swooping down to snatch snacks and ice cream from the hands of unsuspecting tourists .",11,0
swoop,"And notwithstanding all this those ( Macedonians ) and vultures and ( Seleucids ) and ( Ptolemies ) still kept tearing the sheep and swooping down upon them and devouring them : still the sheep remained silent , but the rams lamented and cried out .",24,0
swoop,"On the dawn of Friday , 3 July 1964 , a troop of Brawijaya 517 soldiers led by Lieutnant B Simatupang under the orders of Brigadier General Suharjo quickly swooped in the Bulungan Palace , kidnapping its aristocrat inhabitants while burning the rest of the palace grounds which lasted for 2 days and nights on Friday 24 July 1964 .",29,0
swoop,"In 2001 he produced the Canopy piloting School that teaches parachute swooping at Perris Valley Skydiving , California , and in 2003 created the first professional swooping , the Pro Swooping Tour .",11,0
swoop,"Such brush fires stir up insects and other invertebrates , and birds can be seen swooping in for easy prey .",15,0
swoop,"But every so often , in the middle of a song , some hidden signal flashed and the brothers switched places — with Ira swooping down from the heights , and Charlie angling upward — and even the most careful listeners would lose track of which man was carrying the lead .",24,0
swoop,"If an owl alights on ground or on exposed branch or ledge , it may respond to swooping and stooping flights of corvids and raptors with threat display and raising of its wings .",17,0
swoop,"Leaving Pacific Springs , the trail moves southwest alongside Pacific Creek for a short distance until it swoops to the west to intersect Dry Sandy creek , a small stream that is a tributary of the Little Sandy River which in turn flows into the Big Sandy River .",17,0
swoop,The crustaceans swim primarily by swooping the antennae .,5,0
amount,"In response to public disquiet , Goh Chok Tong said that , spread across the population , the rises amounted to about $ 11 per person , equivalent to `` about five plates of char kway teow [ fried noodles with cockles ] per Singaporean '' .",19,0
amount,"In 2018 , mutual trade amounted to $ 1.2 billion ( £1 billion ) .",5,0
amount,"Since the 1970s , Nuremberg , Germany , has closed major traffic corridors in phases , amounting to a largely carfree city center .",16,0
amount,"With 45 weeks of annual production , that amounted to about $ 76.5 million , excluding the salaries for Leno and the show 's `` top producers . ''",8,0
amount,Seven people were killed by Carlotta and damage amounted to US $ 12.4 million .,8,0
amount,"The background information does not amount to a fully realized `` game world '' as in the case of some other games , but there is still extensive information about the fictional `` Demonworld '' world .",5,0
amount,She allegedly `` ordered that the woman be tied [ in a manner that caused pain amounting to torture ] .,16,0
amount,"Given earlier losses , this amounted to about 15,000 infantry and sappers , 400 machine guns , about 100 mortars , 50 guns and up to 40 tanks .",5,0
amount,Their opposition and resistance to the state approached philosophical anarchism with Nock and amounted to statelessness in Chodorov 's case .,13,0
amount,"The French white and freedmen probably only amounted to around 150 individuals , however , while the leadership cadre possessed a `` stark diversity of ideas and personalities '' among them .",7,0
replace,"Entering the 1986 season , he was expected to replace Rick Dempsey as catcher with Jackie Gutiérrez becoming the starting third baseman , but his numbers fell when he batted .176 and was sent back to Rochester .",9,0
replace,"This replaces clearing the beads by hand , or quickly rotating the suanpan around its horizontal center line to clear the beads by centrifugal force .",1,0
replace,"The speech was ineffective , even in written form ; among other problems , Guiteau had made a hurried but incomplete effort to replace references to Grant with references to Garfield .",23,0
replace,Matt Webb Mitovitch at `` TVLine '' and Jill Pantozzi of `` io9 '' both felt replacing Kane as Batwoman would be a detriment to the series .,16,0
replace,High-strength bolts have largely replaced structural steel rivets .,4,0
replace,"Following its release , the court assigned Longley as a special master to retrieve the distribution rights from a former partner , before being replaced by a trustee .",24,0
replace,Lewis Mills would be replacing Rockville high school who left to join the NCCC Conference for the 2017-2018 season .,4,0
replace,"Its building was opened in 1965 to replace a small National School of 1853 , near the church .",7,0
replace,Guide RNA replaces adenosine with inosine at the specific target site and modify the genetic code .,2,0
replace,This part of the building also housed the stenographers ' offices until the stenographers were replaced by technology in March 2012 .,15,0
wall,The ruins of two round stone walled conjoined prehistoric huts and a fulacht fiadh lie just 40m west of the monument .,6,0
wall,"It refers to `` two major markets around which dwellings exist , '' and it also mentions `` the mud walls that enclose these two dwellings to make it one . ''",20,0
wall,The tip of the crozier fuses with the penultimate cell while walling itself off from the ascus by the formation of a septum .,11,0
wall,"Many of the gates of Nagoya Castle have a square layout , and the stone walls include several large stones to demonstrate the castle 's defense capabilities .",15,0
wall,"Here he stayed for about two weeks in the wooden walled town as a guest of the sultan , and then the sultan provided him with supplies and sent him on his way on one of sultan 's own junks to China .",10,0
wall,"300 ft. long , 45 ft. wide and 50 ft. high , the building is fully glazed on the roof and the south face , while the north face is walled up .",30,0
wall,During World War II a local policeman `` looked after '' the walled garden and kept everyone else out .,12,0
wall,"The shrine itself , originally occupied by a statue of Vishnu and open on each side , was walled in when the temple was converted to Theravada Buddhism , the new walls featuring standing Buddhas .",18,0
wall,"He went to the mausoleum of his ancestors , walled himself up , and committed suicide , becoming the first Roman martyr .",9,0
wall,"Armstrong creates sculptures , paintings , drawings ( from miniature to wall size ) , artist 's books , multimedia artworks involving computers sound and light , and constructs permanent installations in atrium spaces .",11,0
compromise,"He felt that limiting athletes to just one sport would compromise the quality senior hockey , and supported a resolution by the AAHA which reinstated an athlete as an amateur if an affidavit stated the player did not receive money for playing baseball .",10,0
compromise,"Computer security expert Joe Stewart detailed the process by which compromised machines join the botnet : attempts to join the botnet are made by launching a series of EXE files on the said machine , in stages .",10,0
compromise,"Neither belligerent was willing to concede or compromise on their demands , despite multiple attempts at a negotiated settlement .",7,0
compromise,"After two years of constant negotiation , and refusal to compromise , Charles finally had the pieces in place for a rising by Royalists , supported by some English Presbyterians , and Scots Covenanters .",10,0
compromise,"Flood control schemes are particularly harmful , as seed dispersion is reliant on floods , while abstraction from aquifers lowering ground water levels has compromised the development of the trees .",24,0
compromise,"In October 1902 , Krupp 's wife Margarethe von Ende received anonymous letters and , according to some reports , compromising photos of her husband 's orgies .",20,0
compromise,It had to compromise or fight to recapture British and Dutch wells to the South .,3,0
compromise,"The Germans intensified their attacks on the Home Army positions near the river to prevent any further landings , which could seriously compromise their line of defence , but were n't able to make any significant advances for several days , while Polish forces held those vital positions in preparation for new expected wave of Soviet landings .",22,0
compromise,"A draft of Magid 's report , in turn , was delivered to the artist with redactions of `` any information that might compromise her sources ' identities , '' as well as `` some of the artist 's descriptions of her own thoughts and feelings . ''",23,0
compromise,"As a result , all systems depending upon the privacy of such keys were vulnerable to compromise , such as identity theft or spoofing .",16,0
awaken,New York Times theater critic Laura Collins-Hughes describes Monahon as playing Blanche Sartorious in George Bernard Shaw 's Widower 's Houses `` with such take-no-prisoners ferocity that she awakened the sleeping man in front of me during a fight scene . '',28,0
awaken,"Deeks later awakens and eventually after reaching the hospital , Deeks and Kensi reconcile after this whole event has helped them to realize just how much they truly love one another and they simply ca n't live without each other .",2,0
awaken,"`` The Ruins of Chicago '' is adventure set in Chicago 150 years after World War III , in which Morrow Recon Team G-12C are awakened from a long sleep for a mission .",25,0
awaken,"The work must have been powerful , in itself or it could not have awakened so violent a reaction. ” `` Comedy '' was to be the second part of a four-part work called `` The Drama '' .",14,0
awaken,"Washed ashore on an island , Link is awakened by Ciela , a fairy .",8,0
awaken,"In the car , Harriet awakens to see the same hooded figure she saw on the plane .",5,0
awaken,Mak sneaks back among the shepherds and pretends to awaken along with them .,9,0
awaken,"It tells the story of Joe Corrigan , who awakens in a Pittsburgh hospital without memory .",9,0
awaken,"In April 1910 , he resigned his pastorate after two years in Hyannis having awakened considerable adverse feeling in the Church .",14,0
awaken,The Afghan tradition within the Naqshbandi in the late 19th and 20th centuries continued with five `` lataif '' but identified the experience of their physical locations differently and viewed them not just as higher centers of consciousness but also as centers of ordinary consciousness not properly awakened .,47,0
sharpen,"Then , an unseen figure enters the tool shed , grabs a sickle , and sharpens it .",15,0
sharpen,"Still advertising sharpening and repair of cutlery , they had dropped “ locksmith and bell hanger ” from their ads .",2,0
sharpen,It is possible to find a nonpowered grinding attachment for the vertical machines but for the horizontal band knife machine the grinding attachment for continuously sharpening the blade is powered by electric motors .,25,0
sharpen,"According to `` Blurt '' , `` While no striking developmental steps get taken here , leader Scott Miller sharpens his songsmithery , even as his lyrics get more abstract , and the band likewise tightens its grip on its power popping psychedelic new wave .",19,0
sharpen,"From 1988 until 2002 , Manila Science High School was further sharpened under the supervision of Daisy H. Banta .",11,0
sharpen,During his prison years his political views further sharpened .,8,0
sharpen,"In a myth , RAF pilots were said to have consumed bilberry jam during World War II to sharpen their night vision for missions in the dark , although there is no medical evidence for bilberries providing such an effect .",18,0
sharpen,"Riley Rowe ( Metal Injection ) was more critical , stated that `` Nonpoint has sharpened their songwriting , melody , and edge , but lack the capability to fully capture my attention .",15,0
sharpen,"For many years , Midge had a more petite build than the other girls in the comics , sharpening the contrast between herself and Moose .",18,0
sharpen,Their main job was to `` set '' and sharpen teeth .,9,0
hurry,"After only a couple of practices , he played and was still able to record two sacks and apply pressure and repeatedly hurry Danny White in a 45–14 win by the 49ers .",22,0
hurry,"In an era when riders could be separated by hours , there was no point in hurrying after a rival who could not be caught and passed .",16,0
hurry,"Raven grabbed hold of a post until the guards rushed up and used their bayonets to force the prisoners back , but Dodd was successfully hauled inside the compound , whisked behind a row of blankets draped along the inner barbed wire fence , and hurried to a tent that was prepared for him .",45,0
hurry,"After Zengi laid siege to Montferrand , Raymond sent envoys to his maternal uncle , Fulk , King of Jerusalem , urging him to hurry to the besieged fortress .",24,0
hurry,"It is best known as a creature used to threaten lazy children , by saying that the picolaton would nip their heels and buttocks if they did not hurry .",28,0
hurry,He anticipated they would be promptly paid the several years back pay they were owed and hurried on their way home .,16,0
hurry,"It hurried out of the sea inland , to this spot , to warm the waters .",1,0
hurry,"Hearing this , Yao Chang hurried to call his brother Yao Shuode ( 姚碩德 ) for help , saying , `` If you do not come , we are going to be eaten off by Fu Deng . ''",5,0
hurry,"When the outbreak of the Korean War had reached across the globe , Australia quickly hurried to aid South Korea .",15,0
hurry,"B/270 Battery was hurried up from the rear to join in , but arrived after the action had ended .",3,0
smother,"After the third time she forces him to perform cunnilingus on her , then attempts to smother him while in this position .",16,0
smother,"However , the Islanders tied it when Mike Bossy banged home a loose puck after goaltender Richard Brodeur had collided with his own defenceman , Harold Snepsts , while trying to smother it .",31,0
smother,"As she slipped into unconsciousness , Michelle suddenly saw Carrie who looked as if she was about to smother Michelle .",18,0
smother,"Thick fog ( to hide having to render distant buildings ) smothers the city and roads and pavements are far less crowded , making it feel like you 're wandering around a post-apocalyptic LEGO City .",11,0
smother,In general the flat-iron gunboats found themselves outmanoeuvred and smothered by shellfire from the more stable enemy cruisers ; many failed to get off more than one or two shots .,9,0
smother,"For example , Weeping Iron is a leaking iron encased within a laundry basket resting upon an ironing board which is smothered by men 's dress shirts .",21,0
smother,"The Spider-Amoeba suffocated Carrion , smothering him to death , and then unable to escape it perished in the fire .",5,0
smother,`` Entertainment Weekly '' wrote that `` excessively eclectic production ... smothers the hip-hop duo ’ s jazzily organic rhymes . '',11,0
smother,CO2 extinguishers let out carbon dioxide to smother the fire and prevents the fire from getting oxygen which will depreciate the fire and it wont be able to breath and will die .,7,0
smother,"By putting politicians , parties and elected governments permanently on their toes , they complicate their lives , question their authority and force them to change their agendas– and sometimes smother them in disgrace .",30,0
whisper,"Brooks became increasingly disillusioned with Parisian high society , finding the conversation dull , and feeling that people were whispering about her .",19,0
whisper,"The artists and some collaborators invited the spectators to walk backwards in a secret part of the gardens , while accompanied by a story whispered from their backs .",24,0
whisper,"Toby often sees Jack looking towards the distant Blue Mountains , and one night hears Jack and George whispering to each other , and knows that Jack is planning to escape , not wanting to suffer the same fate as Dipper .",18,0
